,time,news_provider,related_instrument,headline,date
984,07:03:52,COIDES,.IXIC .SPX,Crypto Markets Today: Bitcoin Dips Below $23K Ahead of Fed's Meeting,2023-01-31
985,06:51:06,COIN,ETH= DOGE=,Crypto Markets Today: Bitcoin Dips Below $23K Ahead of Fed’s Meeting,2023-01-31
988,05:32:19,COIN,USD= BTC=,Refinitiv Newscasts - Could Bitcoin Be a Safe Haven Asset Like Gold?,2023-01-31
991,03:08:57,COIDES,MA.N,Binance lanza tarjeta cripto prepaga en Brasil en asociación con Mastercard,2023-01-31
992,02:46:54,COIN,BTC=,Code vs. Values: The Crypto Twist on ‘Trust’,2023-01-31
994,00:15:20,COIN,COIN.O,Refinitiv Newscasts - What's Behind Bitcoin's Weekend Rally?,2023-01-31
997,23:46:11,COIDES,MA.N,Binance Partners With Mastercard to Launch Prepaid Crypto Card in Brazil,2023-01-30
1000,23:33:16,COIN,BTC=,Jailed Kickboxer Andrew Tate Promoted Bitcoin For Tax Avoidance in Video,2023-01-30
1001,23:33:16,COIN,XLM= BTC=,Investors Pump Money Into Crypto Funds Amid Pickup in Market Sentiment,2023-01-30
1002,21:42:30,COIN,BTC= .FTSE,First Mover Americas: Bitcoin Was Weekend Warrior,2023-01-30
1003,21:17:27,COIN,BTC=,New York Regulator Investigating Crypto Exchange Gemini Over FDIC Claims: Report,2023-01-30
1004,19:59:32,COIDES,BTC=,"Deflationary Ether Is Underperforming Bitcoin, Here are 3 Reasons Why",2023-01-30
1005,19:32:14,COIN,ETH= BTC=,"Deflationary Ether Is Underperforming Bitcoin, Here are 3 Reasons Why",2023-01-30
1006,09:50:38,COIN,ETH= BTC=,First Mover Asia: Amazon’s Web3 Foray Will Be a Compliance Nightmare; Bitcoin Tops $23.9K,2023-01-30
1008,07:09:17,COIDES,.IXIC .SPX,"Crypto Markets Today: Bitcoin Holds Steady Above $23K, White House Urges Congress to 'Step Up' Crypto Regulation",2023-01-28
1009,06:39:18,COIN,ETH= BTC=,"Crypto Markets Today: Bitcoin Holds Steady Above $23K, White House Urges Congress to 'Step Up' Crypto Regulation",2023-01-28
1010,06:12:46,COIDES,BTC=,"Bitcoin holds steady above $23,000 Friday. (Unsplash)",2023-01-28
1011,05:54:19,COIN,ETH= BTC=,Bitcoin Holds Steady Above $23K as Traders Eye Fed’s Next Meeting,2023-01-28
1012,05:44:10,COIN,BTC=,Refinitiv Newscasts - Bitcoin on Track for Best January Performance in a Decade,2023-01-28
1013,05:28:45,COIDES,BTC=,"Crypto Markets Analysis: Bitcoin, Ether Trading Activity Lessens as Investors Await FOMC's Next Interest Rate Hike",2023-01-28
1015,01:37:31,COIN,USDT= ETH=,"Banks Will Dominate Stablecoins, and 2 Other Predictions About the Future of Money",2023-01-28
1016,00:57:32,COIDES,GYPHQ.PK,Bitcoin Miner Gryphon to Go Public Via All-Stock Merger With Cannabis Firm Akerna,2023-01-28
1017,00:19:34,COIN,KERN.O,Bitcoin Miner Gryphon to Go Public Via All-Stock Merger With Cannabis Firm Akerna,2023-01-28
1018,00:10:29,COIN,.DXY,Refinitiv Newscasts - Bitcoin Below $23K as PCE Index Shows Cooling Inflation,2023-01-28
1021,21:29:15,COIDES,ARB.L,Bitcoin Miner Argo Blockchain Faces Class Action Suit Over U.S. Share Sale,2023-01-27
1022,21:08:31,COIN,BTC= ARB.L,Bitcoin Miner Argo Blockchain Faces Class Action Suit Over U.S. Share Sale,2023-01-27
1024,17:24:33,COIN,BTC=,"Bitcoin on Track for Best January Since 2013, Led by Bullish Trading in US Hours",2023-01-27
1025,10:08:58,COIN,LTC= ETH=,"First Mover Asia: Cryptos Shrug Off Latest US Productivity, Jobs Data; Bitcoin Hovers at $22.9K",2023-01-27
1027,07:22:33,COIN,ETH= BTC=,"Crypto Markets Today: Bitcoin Clings to $23K, FTX’s Creditor List Revealed",2023-01-27
1030,05:16:04,COIN,TSLA.O COIN.O,Refinitiv Newscasts - SEC Rejects Ark 21Shares Spot Bitcoin ETF; Tesla’s Q4 Bitcoin Strategy,2023-01-27
1031,04:55:00,COIN,BTC=,Brevan Howard Hires Dragonfly Capital Veteran as Digital Portfolio Manager,2023-01-27
1033,01:46:45,COIN,BTC= ABTC.S,SEC Rejects Ark 21Shares Spot Bitcoin ETF for Second Time,2023-01-27
1034,01:46:45,COIN,BTC=,You Want Crypto Regulation? I’ll Give You Crypto Regulation,2023-01-27
1036,21:57:18,COIN,BTC=,Crypto Exchange BIT Expands Product Suit With Toncoin Options,2023-01-26
1037,21:37:17,COIN,BTC= .FTSE,First Mover Americas: Aptos’ Token Surges to Record High,2023-01-26
1038,11:21:03,COIN,ETH= BTC=,First Mover Asia: Bitcoin Tops $23.7K in Wednesday Comeback,2023-01-26
1040,06:28:15,COIN,ETH= BTC=,Crypto Markets Today: Layer 1 Blockchain Token Aptos Reaches Record High,2023-01-26
1042,05:57:29,COIDES,TSLA.O,Tesla Did Not Buy or Sell Any Bitcoin in the Fourth Quarter,2023-01-26
1043,05:39:04,COIN,TSLA.O,Tesla Did Not Buy or Sell Any Bitcoin in the Fourth Quarter,2023-01-26
1044,05:33:50,COIN,BTC=,Crypto Options Exchange Deribit Plans Move to Dubai: Report,2023-01-26
1046,03:03:50,COIN,BTC=,Layer 1 Blockchain Aptos Token Reaches All-Time High,2023-01-26
1048,02:56:45,COIN,BTC=,'Bitcoin Jesus' Says He Has the Money to Pay Ailing Crypto Lender Genesis,2023-01-26
1049,01:37:47,COIN,ETH= BTC=,Why Is Crypto Bouncing Back?,2023-01-26
1050,01:07:47,COIN,BTC=,Crypto Long & Short: Bitcoin's Hedge Potential,2023-01-26
1051,00:15:45,COIN,RY.TO BTC=,Bank of Canada Signals Pause to Rate Hike Cycle,2023-01-26
1052,00:04:39,COIN,BTC=,The Bizarre (Sort of) Bipartisanship of the Crypto Congress,2023-01-26
1054,23:45:38,COIN,ETH= BTC=,How a Crypto Quant Firm Shook Off the Bear Market – And FTX Exposure,2023-01-25
1055,21:28:34,COIN,BTC= ADA=,First Mover Americas: Did Binance Make Honest Error With Customers' Funds?,2023-01-25
1056,19:43:30,COIDES,BTC=,Bitcoin's Upswing Is Reminiscent of 2019 Bull Revival,2023-01-25
1057,19:26:10,COIN,ETH= BTC=,Bitcoin's Upswing Is Reminiscent of 2019 Bull Revival,2023-01-25
1058,16:59:15,COIDES,BTC=,Dogecoin and Ether Lead The Crypto Market Pullback as Bulls Take a Breather,2023-01-25
1059,16:53:38,COIN,BTC= ADA=,Dogecoin and Ether Lead The Crypto Market Pullback as Bulls Take a Breather,2023-01-25
1060,12:21:59,COIN,ETH= DOGE=,First Mover Asia: Bitcoin Seesaws Above and Below $23K Again,2023-01-25
1061,11:58:55,COIDES,BTC=,First Mover Asia: Bitcoin Seesaws Above and Below $23K Again,2023-01-25
1063,07:29:17,COIDES,.IXIC .SPX,Crypto Markets Today: Bitcoin Moves Sideways at $23K,2023-01-25
1064,07:01:08,COIN,BTC=,Wasabi Wallet Will Pay You to 'Crack' a Bitcoin Wallet,2023-01-25
1065,07:01:08,COIN,ETH= BTC=,Crypto Markets Today: Bitcoin Moves Sideways at $23K,2023-01-25
1067,06:30:42,COIN,BTC=,Genesis Seeks $20.9M From ‘Bitcoin Jesus’ Over Crypto Options Trades That Weren’t Settled,2023-01-25
1070,05:48:57,COIN,BTC= ARB.L,Refinitiv Newscasts - Messari Analyst on Catalysts For Bitcoin's Recent Rally,2023-01-25
1072,05:26:05,COIN,BTC=,Crypto Infrastructure Firm Blockstream Raises $125M for Bitcoin Mining,2023-01-25
1073,05:19:29,COIN,BITC.TO,Refinitiv Newscasts - Date Set for Oral Arguments in Grayscale’s Appeal of SEC’s Bitcoin ETF Decision; Celsius Developments,2023-01-25
1074,04:56:26,COIN,BTC=,Refinitiv Newscasts - Bitcoin Looks Bullish as Miner Sales Hit Three-Year Low,2023-01-25
1076,04:02:13,COIN,BTC=,Celsius Proposes Restructuring to Offer One-Time ‘Meaningful Recovery’ Payout for Most Creditors,2023-01-25
1078,02:19:33,COIN,BTC=,CEO of Canadian Utility That Proposed Banning New Power to Crypto Miners Exits,2023-01-25
1079,02:07:33,COIN,BTC= BITC.TO,Date Set for Oral Arguments in Grayscale’s Appeal of SEC’s Bitcoin ETF Decision,2023-01-25
1080,01:12:35,COIN,BTC=,Bullish Token Unlocks Buck Bear Market Trend in Spur to Altcoin Season,2023-01-25
1084,23:16:25,COIN,DASH= BTC=,"Crypto Recovery Specialist Asset Reality Raises $4.91M to Hire Engineers, Expand Ops",2023-01-24
1086,22:14:06,COIN,BTC=,Why Tax Deferral for Crypto-to-Crypto Like-Kind Exchanges Would Be Good for Us All,2023-01-24
1089,21:32:55,COIN,BTC=,"First Mover Americas: Bitcoin's on a Tear, Up 30% in 2 Weeks",2023-01-24
1092,20:45:06,COIN,USD=,Bitcoin's Weekly Options Trading Volume Rises to Highest Since FTX's Meltdown,2023-01-24
1095,17:12:18,COIN,BTC=,"Bitcoin Jumps to $23K, Looks Bullish as Miner Sales Hit Three-Year Low",2023-01-24
1096,16:30:27,COIDES,BTC=,"Bitcoin Jumps to $23K, Looks Bullish As Miner Sales Hit Three-Year Low",2023-01-24
1097,12:12:33,COIDES,BTC=,First Mover Asia: Ether Prices Fall Relative to Bitcoin,2023-01-24
1098,10:06:12,COIN,XRP= ETH=,First Mover Asia: Ether Prices Fall Relative to Bitcoin,2023-01-24
1100,06:54:50,COIN,ETH= BTC=,Crypto Markets Today: Bitcoin Holds Steady Near $23K; Gemini’s Job Cuts Continue,2023-01-24
1105,03:48:15,COIN,BTC= ARB.L,Bitcoin Miner Argo Blockchain's Shares Climb After Regaining Nasdaq Listing,2023-01-24
1106,03:25:08,COIN,COIN.O,"Refinitiv Newscasts - Brazil and Argentina to Discuss Possible Common Currency, Coinbase CEO Suggests Move to Bitcoin",2023-01-24
1107,02:02:32,COIN,BTC=,The World's Best Crypto Policies: How They Do It in 37 Nations,2023-01-24
1111,23:58:16,COIN,USDT= ETH=,"Harmony Hackers Cover Tracks by Bridging Portion of $100M Loot to Avalanche, Ethereum and Tron",2023-01-23
1115,21:49:50,COIN,USDT= BTC=,After FTX: How Congress Is Gearing Up to Regulate Crypto,2023-01-23
1116,21:38:49,COIN,USDT= BTC=,First Mover Americas: Axie Infinity's Token Is Soaring,2023-01-23
1118,21:08:27,COIN,BTC= BITC.TO,Bernstein: The Bounce in Cryptocurrencies Is a ‘Mean Reversion’ Rally,2023-01-23
1119,10:33:51,COIN,BTC= .SPX,First Mover Asia: Bitcoin Surges Past $23K Before Retreating,2023-01-23
1122,06:59:25,COIN,ETH= BTC=,"Crypto Markets Today: Bitcoin Surges Above $22K, Genesis Has Over $5B in Liabilities",2023-01-21
1126,05:51:26,COIN,BTC=,Bitcoin Miner 1Thash Sent Almost All Its BTC to Binance,2023-01-21
1127,05:31:25,COIN,ETH= BTC=,Bitcoin Soars Over $22K to Reach Four-Month High,2023-01-21
1134,22:55:52,COIN,BTC= ADA=,Crypto Analysts Warn Against Shorting DYDX Ahead of $200M Token Unlock,2023-01-20
1136,22:17:51,COIN,ETH= ETC=,Craig Wright’s Blacklist Resembles Bitcoin ‘Kill Switch’ Satoshi Never Followed Through On,2023-01-20
1138,21:41:29,COIN,BTC= BITC.TO,"First Mover Americas: Bitcoin, Ether Rise Slightly After Genesis' Chapter 11 Filing",2023-01-20
1139,15:45:54,COIN,ETH= BTC=,"Bitcoin, Ether Hold Steady After Genesis' Bankruptcy, Crypto Traders Say Bad News Was Priced In",2023-01-20
1140,12:50:02,COIN,BTC=,Genesis' Crypto Lending Businesses Files for Bankruptcy Protection,2023-01-20
1141,12:12:14,COIN,BTC= .SPX,First Mover Asia: Bitcoin Returns to Its Winning Ways,2023-01-20
1143,06:52:15,COIN,ETH= BTC=,"Crypto Markets Today: Bitcoin Rides Over $21K, FTX's Possible Revival",2023-01-20
1144,06:11:14,COIN,BTC=,Bitcoin Holds Steady Near $21K Even as Equities Slide,2023-01-20
1145,05:50:03,COIN,BTC=,"Gemini’s Bitcoin Inflows From Other Exchanges Dropped to Roughly Six-Year Low, CryptoQuant Data Shows",2023-01-20
1148,02:58:48,COIN,WEN.O BTC=,Refinitiv Newscasts - QCP Capital Expects Fed to Be Irate Amid Easing Financial Conditions,2023-01-20
1150,00:20:41,COIN,BTC=,Crypto Exchange Luno's Co-Founder Departed in December,2023-01-20
1152,22:35:15,COIN,USD= BTC=,Crypto Trading Giant QCP Capital Expects Fed to Be Irate as Financial Conditions Ease,2023-01-19
1153,22:25:22,COIN,CLSK.O BTC=,Bitcoin Miner CleanSpark Builds 50MW Additional Mining Capacity at Georgia Site,2023-01-19
1154,22:02:21,COIN,BTC= .FTSE,"First Mover Americas: BTC, ETH Drop Amid Genesis Bankruptcy Reports",2023-01-19
1156,18:49:16,COIN,ETH= BTC=,Bitcoin Bridged to Avalanche Surpasses BTC Locked in Lightning Network,2023-01-19
1158,16:28:41,COIN,XRP= DOGE=,"Ether, Bitcoin Long Traders See $110M Liquidations on Bitzlato Induced Volatility",2023-01-19
1159,15:51:48,COIN,BTC=,Binance Named as Counterparty in FinCEN Order Against Bitzlato,2023-01-19
1160,09:16:37,COIN,XRP= DOGE=,First Mover Asia: FTX’s Illiquid Holdings Filled With Tokens That Sit in Venture Funds in Which It Invested; Bitcoin Falls Below $21K,2023-01-19
1161,07:33:27,COIN,BTC=,"SHIB Is a Favorite Holding Among New Crypto Wallets, Nansen Shows",2023-01-19
1163,06:22:14,COIN,ETH= BTC=,Crypto Markets Today: Bitcoin Falls Below $21K; Genesis Nears Bankruptcy Filing; Bitzlato Founder Arrested,2023-01-19
1166,05:19:39,COIN,BTC=,Refinitiv Newscasts - Bitcoin Slips Below $21K After Surging to Four-Month High,2023-01-19
1172,23:00:40,COIN,BTC=,Bitcoin Erases Entire FTX-Related Decline in Latest Surge,2023-01-18
1173,13:39:09,COIN,DOGE= BTC=,"SHIB Surges 20%, DOGE up 5% as Traders Continue to go Ape for Meme Coins",2023-01-18
1174,10:05:14,COIN,ETP= ETH=,First Mover Asia: Bitcoin Hangs Tough Over $21K for Another Day,2023-01-18
1176,06:46:07,COIN,ETH= BTC=,"Crypto Markets Today: Bitcoin Holds Strength Above $21K, Congress' FTX Problem",2023-01-18
1182,04:51:57,COIN,BTC=,Can Barry Silbert Delay the Inevitable?,2023-01-18
1183,01:04:32,COIN,ETH= BTC=,"Crypto Developers Grew in Numbers Amid Bear Market, VC Firm Electric Capital Says",2023-01-18
1185,19:11:00,COIDES,USD= BTC=,Buyers From Coinbase Powered Bitcoin Higher or Did They?,2023-01-17
1186,18:30:05,COIN,BTC=,Buyers From Coinbase Powered Bitcoin Higher or Did They?,2023-01-17
1187,09:24:00,COIN,ETP= ETC=,First Mover Asia: Bitcoin Tops $21.3K as Cryptos' 2023 Feel-Good Story Continues,2023-01-17
1191,21:52:34,COIDES,.SPX,"First Mover Americas: Bitcoin Tops $21K, Outshines S&P 500, Gold",2023-01-16
1195,16:15:48,COIN,BTC= ADA=,"Bitcoin Surge Causes Over $500M in Liquidations, Highest in 3 Months",2023-01-16
1196,09:51:19,COIN,ETH= BTC=,"First Mover Asia: Bitcoin Surges on Inflation Tailwinds, Hovers Near $21K",2023-01-16
1199,08:48:31,COIN,BTC=,"Bitcoin Retakes $20K, Leading as Broad Crypto Rally Continues",2023-01-14
1200,07:27:38,COIDES,BCHBTC= BCH=,Crypto Markets Today: Bitcoin Finishes Best Week Since March; Solana's Bonk Barks,2023-01-14
1201,06:55:22,COIN,ETH= BTC=,Crypto Markets Today: Bitcoin Finishes Best Week Since March; Solana’s Bonk Barks,2023-01-14
1203,06:04:33,COIN,BTC= BITC.TO,Refinitiv Newscasts - Bitcoin on Pace for Best Weekly Performance Since March,2023-01-14
1209,04:37:14,COIN,BTC= ARK=,Left For Dead Crypto Names Roar Higher as Bitcoin Bounces,2023-01-14
1211,03:14:08,COIN,BTC= BITC.TO,Grayscale Slams SEC's 'Unreasonable' Barring of Spot Bitcoin ETFs,2023-01-14
1212,02:59:15,COIDES,HIVE.V INTC.O,Hive Blockchain Deploys First Intel-Powered Bitcoin Mining Machines,2023-01-14
1213,02:45:45,COIN,BTC=,Hive Blockchain Deploys First Intel-Powered Bitcoin Mining Machines,2023-01-14
1214,01:29:15,COIDES,BTC=,Crypto Update | Remembering Hal Finney on the 14th Anniversary of the First Bitcoin Transaction,2023-01-14
1216,01:04:13,COIN,BTC=,Bitcoin Mining Companies Need to Better Manage Risk,2023-01-14
1217,00:00:21,COIN,BTC= BBBY.O,Refinitiv Newscasts - Bitcoin Hovers Close to $19K After Biggest One-Day Price Jump in 2 Months,2023-01-14
1220,21:55:52,COIDES,BITF.TO,"Bitcoin Miner Bitfarms Looks to Amend BlockFi Loan, Warns of Default",2023-01-13
1221,21:43:00,COIN,BTC= BITF.V,"Bitcoin Miner Bitfarms Looks to Amend BlockFi Loan, Warns of Default",2023-01-13
1222,21:30:55,COIDES,BTC=,Decentraland's MANA Token Jumps as Metaverse Tokens Outperform Crypto Markets,2023-01-13
1223,20:58:26,COIN,ETP= BTC=,Decentraland’s MANA Token Jumps as Metaverse Tokens Outperform Crypto Markets,2023-01-13
1225,19:37:12,COIN,BTC= ATM=,Bitcoin's 'Volatility Smile' Shows Increased Demand for Bullish Exposure,2023-01-13
1227,16:12:27,COIN,BTC= BCH=,Bitcoin Cash Jumps 10% Ahead of Optimistic May Hard Fork,2023-01-13
1228,11:59:26,COIDES,BTC=,First Mover Asia: What's Next for Bitcoin After Biggest One-Day Price Pop in 2 Months?,2023-01-13
1229,11:28:30,COIN,BTC=,First Mover Asia: What's Next for Bitcoin After Biggest One-Day Price Pop in 2 Months?,2023-01-13
1231,06:45:28,COIN,ETH= BTC=,"Crypto Markets Today: Bitcoin Tops $19K, Blockchain.com Cuts Jobs, Sam Bankman-Fried Blogs",2023-01-13
1232,05:46:24,COIN,ADBE.O,Refinitiv Newscasts - Celebrating the 14th Anniversary of Bitcoin’s First Transaction,2023-01-13
1233,05:28:36,COIDES,BTC=,"Crypto Markets Analysis: Inflation Cools, but Hopes for Fed Pivot Might Be Too Hot",2023-01-13
1234,05:24:00,COIN,BTC=,Refinitiv Newscasts - Bitcoin Has Already Risen 14% In 2023,2023-01-13
1236,03:46:34,COIN,BTC=,Refinitiv Newscasts - Bitcoin Above $18K Following US December Inflation Report,2023-01-13
1237,02:56:22,COIN,NAV= BTC=,Bitcoin Pushes Near $19K For First Time Since FTX Collapse,2023-01-13
1238,02:31:03,COIN,BTC=,Remembering Hal Finney on the 14th Anniversary of the First Bitcoin Transaction,2023-01-13
1242,21:55:30,COIN,BTC=,"U.S. Inflation Rate Slows to 6.5% in December, Inline With Estimates",2023-01-12
1243,21:48:59,COIN,XRP= ETH=,First Mover Americas: Crypto Markets Primed for Soft CPI,2023-01-12
1245,18:53:19,COIN,XRP= BTC=,"Short Traders Suffer $200M in Losses as Ether, Cardano Lead Crypto Majors' Gains",2023-01-12
1246,11:36:15,COIN,ETH= BTC=,First Mover Asia: The Next Avraham Eisenberg Isn’t Going to Be a ChatGPT Powered ‘Script Kiddie’,2023-01-12
1248,06:56:03,COIN,ETH= BTC=,"Crypto Markets Today: FTX Finds $5B, Bitcoin Extends Rally",2023-01-12
1249,05:59:18,COIDES,BTC= COIN.O,"As Crypto Crashes, Coinbase Bets Big on Europe",2023-01-12
1252,05:34:54,COIN,COIN.O BTC=,"As Crypto Crashes, Coinbase Bets Big on Europe",2023-01-12
1256,03:33:48,COIN,ETH= BTC=,"Real Crypto Adoption Needs Real Crypto Infrastructure (These 7 Upgrades, for Starters)",2023-01-12
1258,01:29:50,COIN,BTC=,Bitcoin SV Drops as Robinhood Ends Support,2023-01-12
1260,20:39:43,COIN,GNO= ETH=,Ethereum Upgrade Could Make It Harder to Lose All Your Crypto,2023-01-11
1261,20:17:36,COIDES,ARB.L,Argo Blockchain's Bitcoin Mining Margin Widens Most In at Least a Year,2023-01-11
1262,19:50:09,COIN,LSEG.L BTC=,Argo Blockchain's Bitcoin Mining Margin Widens Most In at Least a Year,2023-01-11
1265,10:28:25,COIN,USDT= ETH=,First Mover Asia: Behind the Scenes on Indonesia's New Official Crypto Exchange,2023-01-11
1266,06:33:10,COIN,ETH= COIN.O,Crypto Markets Today: Coinbase Announces More Job Cuts Amid Market Jitters,2023-01-11
1267,06:07:20,COIN,GBTC.PK BITC.TO,Refinitiv Newscasts - Bitcoin Holds Steady Above $17K,2023-01-11
1269,05:26:12,COIDES,GBTC.PK,Gemini Escalates Dispute with DCG's Genesis; Grayscale Bitcoin Trust Discount Narrows to 8-Week Low,2023-01-11
1270,05:24:35,COIN,GBTC.PK BITC.TO,Refinitiv Newscasts - Grayscale Bitcoin Trust Discount Narrows to 8-Week Low,2023-01-11
1271,05:10:06,COIN,BTC= BITC.TO,Market Maker Group One Discloses 13.5% Stake in MicroStrategy,2023-01-11
1273,02:29:16,COIDES,GBTC.PK,Grayscale Bitcoin Trust Discount Narrows to 8-Week Low as DCG Faces Pressure,2023-01-11
1274,02:09:05,COIN,NAV= BTC=,Grayscale Bitcoin Trust Discount Narrows to 8-Week Low as DCG Faces Pressure,2023-01-11
1275,00:57:54,COIN,BTC=,Refinitiv Newscasts - Why Crypto Whales Are Staying on the Sidelines of the Bitcoin Market,2023-01-11
1276,00:26:40,COIN,BTC=,Refinitiv Newscasts - Bitcoin Holds Above $17K Despite DCG Uncertainty,2023-01-11
1279,21:18:02,COIN,USD= BTC=,"Bitcoin Holds Steady Above $17K, US Dollar Tepid Ahead of Powell Speech",2023-01-10
1280,21:09:20,COIDES,USD= BTC=,"Bitcoin Holds Steady Above $17K, US Dollar Tepid Ahead of Powell Speech",2023-01-10
1281,20:32:01,COIN,ETH= BTC=,Bernstein: Recent Gains in Some Cryptocurrencies Caused by Short Covering,2023-01-10
1283,18:23:04,COIN,LINK= BTC=,Poor Bitcoin Market Liquidity Keeps Crypto Whales at Bay,2023-01-10
1284,10:48:01,COIN,ETH= BTC=,First Mover Asia: Altcoin Short Squeeze Brings Green Shoots to Dormant Crypto,2023-01-10
1285,07:05:59,COIDES,BTC=,"Beaten-Down FTT, Serum Tokens Lead Altcoin Rally, Triggering Short Squeeze",2023-01-10
1286,07:00:53,COIN,ETH= BTC=,Crypto Markets Today: Big Options Trade in Ether Market Would Profit from 69% Price Slide,2023-01-10
1287,06:38:47,COIN,ETH= BTC=,"Beaten-Down FTT, Serum Tokens Lead Altcoin Rally, Triggering Short Squeeze",2023-01-10
1288,05:47:30,COIN,BTC= BTC.AX,"Refinitiv Newscasts - Bitcoin Breaks Above $17K, Hits Three-Week High",2023-01-10
